1,1981.485,15.73356781,1
2,969.3352,9.238277908,2.044169035
3,660.2478,20.52324098,3.001123215
4,491.7582,7.35278265,4.029388834
5,400.1056,2.225827329,4.952405065
6,336.8412,4.654538613,5.882549403
7,282.449,6.917161882,7.015372687
8,244.407,0.1518930545,8.107316894
9,222.4344,1.836557595,8.908176973
10,197.0112,0.2137573391,10.05772768
11,187.9134,0.1718161808,10.54467111
12,164.5998,0.1828160277,12.0381981
13,152.5806,0.08446774532,12.98648059
14,143.9852,2.125995696,13.7617269
15,135.5296,2.019587904,14.62031173
16,124.8072,0.09446533756,15.87636771
17,117.486,0.1092565787,16.86571166
18,111.0298,0.04774096773,17.84642501
19,105.8266,0.07731946715,18.72388417
20,100.8014,0.09483301113,19.65731627
21,97.1292,0.386186095,20.40050778
22,91.9614,0.1675046268,21.54692077
23,88.0126,0.05486164416,22.51365145
24,85.2136,0.07394119285,23.25315443
25,82.1522,0.132138942,24.11968274
26,78.7948,0.1135416223,25.1474082
27,75.7552,0.06857623495,26.15642227
28,73.1488,0.07699155798,27.0884143
29,71.2444,0.3109699342,27.81250175
30,69.103,0.191772,28.67437014
31,67.9516,0.3086159426,29.16024052
32,65.1676,0.1505665966,30.40598396
